imageName,arucoAvailable,realT,realR,otherInfo,method,detectedT,detectedR
46.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9951305755891982, 0.09856539721175624], [-0.0, -0.09856539721175624, 0.9951305755891982]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[9.316563785744669e-06, -8.934015280444925e-06, 0.1250078056058614]","[-0.1020334214250868, -0.0017533864967685848, -0.00019549682351059403]"
47.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.997514611110856, 0.07045992208594715], [-0.0, -0.07045992208594715, 0.997514611110856]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.2584704974675246e-06, -5.7228171897297816e-05, 0.1250289360788564]","[-0.07062255713732563, -0.0003653145439128235, -1.4657254127610349e-05]"
48.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, -0.0, 0.0], [0.0, 0.9991050226538719, 0.042298388950483046], [-0.0, -0.042298388950483046, 0.9991050226538719]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1291117174674824e-05, 4.6815447656590336e-05, 0.12492458979988826]","[-0.04082674492326766, -0.0021738004014206507, -0.0001967155434442452]"
49.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9999005448846631, 0.014103203159353431], [-0.0, -0.014103203159353431, 0.9999005448846631]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.223670217601882e-05, 9.858319725366593e-05, 0.124971654586669]","[-0.006154375720689569, -0.0021840417267926394, -0.0002415272323562107]"
50.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9999005448846631, -0.014103203159353431], [0.0, 0.014103203159353431, 0.9999005448846631]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.497022590546797e-05, -0.00011002610891409266, 0.12497481086319266]","[0.006106963809906731, -0.0026924189943291167, -0.00018352644427629614]"
51.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.9991050226538719, -0.042298388950483046], [0.0, 0.042298388950483046, 0.9991050226538719]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[5.867685487754968e-08, -6.825666752087155e-05, 0.12495074383715274]","[0.04113367573280096, -1.022019561223719e-06, 1.6855672480186673e-06]"
52.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.997514611110856, -0.07045992208594715], [0.0, 0.07045992208594715, 0.997514611110856]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.2827280376075787e-05, 3.818606127872559e-05, 0.12501779422906062]","[0.07024102980503026, -0.004116173563692905, 7.815535396172389e-07]"
53.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9951305755891982, -0.09856539721175624], [0.0, 0.09856539721175624, 0.9951305755891982]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.169628990523516e-05, 4.339236364631061e-06, 0.12501940691317748]","[0.10233940445571565, -0.003953448060750188, -2.6621784607895427e-05]"
54.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.9919548128307955, -0.12659245357374915], [0.0, 0.12659245357374915, 0.9919548128307955]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.765954424038939e-09, -3.062091717202255e-05, 0.12488486928482966]","[0.1243281046705874, 5.803502609857896e-05, -2.908064192621869e-05]"
55.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9879898494768089, -0.1545187928078404], [0.0, 0.1545187928078404, 0.9879898494768089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.840933652347912e-07, -7.332492026559012e-06, 0.12496948083539383]","[0.15518896740853874, -5.01995408795149e-05, 2.1316806735211576e-05]"
56.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.9832388400574655, -0.1823221966806275], [0.0, 0.1823221966806275, 0.9832388400574655]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[5.099104424600765e-07, 2.937506915607637e-06, 0.1250154298773501]","[0.18407049005464854, 2.1988615721678318e-05, -8.293635750754563e-06]"
57.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9777055644823085, -0.20998054476624842], [0.0, 0.20998054476624842, 0.9777055644823085]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[9.286470867284532e-06, 2.6764379345489025e-05, 0.12502073070498648]","[0.21259722352106084, -0.001632914749460868, -0.0004347799535141386]"
58.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9713944250328961, -0.2374718320454221], [0.0, 0.2374718320454221, 0.9713944250328961]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.0729236852374896e-07, 1.2441807584746443e-05, 0.12501358675634247]","[0.24079778955532244, -1.7847404866626502e-05, 5.782603319465712e-06]"
59.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9643104428603411, -0.2647741864126726], [0.0, 0.2647741864126726, 0.9643104428603411]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.1831946579373378e-06, 7.84286857366534e-06, 0.12497449579730294]","[0.26696598321028575, 0.0004110557280413387, -0.00017336318150450636]"
60.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.956459253990476, -0.29186588607780445], [0.0, 0.29186588607780445, 0.956459253990476]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.854992423643675e-07, -7.93119989910909e-05, 0.1250061382371491]","[0.29437477953766894, -4.392907429285338e-05, 1.332309502180754e-05]"
61.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9478471048398232, -0.3187253768477895], [0.0, 0.3187253768477895, 0.9478471048398232]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.2432542133308403e-05, -5.8451824763976895e-06, 0.12498533660314104]","[0.3227865743417691, -0.0020589857204123575, -0.00022950750741569355]"
62.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9384808472459367, -0.34533128927531115], [0.0, 0.34533128927531115, 0.9384808472459367]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-4.727158912166869e-07, 2.7443564249434328e-06, 0.12503279562387576]","[0.35469455855180604, 0.00013443495662697754, -0.00018257435703899908]"
63.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9283679330160726, -0.3716624556603274], [0.0, 0.3716624556603274, 0.9283679330160726]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-3.087624138562817e-07, 3.5549619042612914e-05, 0.1250220088328]","[0.3790141474139073, 3.2622370123681385e-05, -0.00018431766012224176]"
64.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9175164079985194, -0.3976979268911198], [0.0, 0.3976979268911198, 0.9175164079985194]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.170421708087367e-06, 1.4800841834516736e-05, 0.12498080794865574]","[0.4097254199271382, 0.0003120647127354519, 6.106409685225129e-05]"
65.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9059349056813111, -0.42341698911143605], [0.0, 0.42341698911143605, 0.9059349056813111]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-9.412977200589276e-07, -3.301401646931489e-05, 0.12498857347291166]","[0.43869779861894664, 5.584063437741959e-05, -1.6805867976769437e-05]"
66.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.8936326403234122, -0.44879918020046217], [0.0, 0.44879918020046217, 0.8936326403234122]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.2732949694223882e-06, -3.0770998268826386e-07, 0.12504997553272512]","[0.46895457621589015, -5.981626598078933e-05, 1.8373503865778824e-05]"
67.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.8806193996238411, -0.4738243060525136], [0.0, 0.4738243060525136, 0.8806193996238411]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.111113065891078e-06, -4.6308227523810235e-05, 0.12500019050793984]","[0.49508332259521226, -0.0003366179428916396, -0.00013848262199826652]"
68.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8669055369345617, -0.498472456643493], [0.0, 0.498472456643493, 0.8669055369345617]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-3.3876159229669765e-06, -1.9701094814040306e-05, 0.12501036082078915]","[0.5223162744904298, 0.0005278263704326763, -4.837244733512567e-05]"
69.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8525019630233464, -0.5227240218713324], [0.0, 0.5227240218713324, 0.8525019630233464]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.9604548103538714e-06, -2.0647969839638226e-05, 0.12520719715071485]","[0.5478400621773438, -0.00026498806478960843, -0.00017824990187962654]"
70.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8374201373931495, -0.5465597071578171], [0.0, 0.5465597071578171, 0.8374201373931495]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[8.181880355568154e-06, -2.0039526599292725e-05, 0.1249684893005621]","[0.5769253603629547, -0.0012724224943982398, -0.00027200966020133797]"
71.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.8216720591649154, -0.5699605487993777], [0.0, 0.5699605487993777, 0.8216720591649154]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[6.844460219700169e-06, 4.15063076119309e-05, 0.12500531015738647]","[0.6058293239593486, -0.0010540363904524433, -0.0002977070884367193]"
72.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.8052702575310587, -0.5929079290546405], [0.0, 0.5929079290546405, 0.8052702575310587]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[9.208884182479823e-06, -3.332526513612514e-05, 0.12498017663636837]","[0.6355088092138321, -0.001487191420928194, -0.000480182588198042]"
73.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7882277817872235, -0.6153835909567246], [0.0, 0.6153835909567246, 0.7882277817872235]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.440098721590801e-06, -1.2166915488087335e-06, 0.12499888493979082]","[0.6630068435165625, -0.0004073209090502633, -0.00016778229488551694]"
74.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.7705581909502454, -0.6373696528385118], [0.0, 0.6373696528385118, 0.7705581909502454]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-7.537728080508995e-06, -2.5203394409755407e-05, 0.12501314281725695]","[0.6928139428511367, 0.0008543566007715033, 0.00032788391114687817]"
75.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7522755429705794, -0.6588486225593249], [0.0, 0.6588486225593249, 0.7522755429705794]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.330924472146113e-06, -3.0839227897492064e-06, 0.12499990448854478]","[0.7192528741027462, -0.00047366072877357685, -0.00021717847430274676]"
76.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7333943835477752, -0.6798034114216982], [0.0, 0.6798034114216982, 0.7333943835477752]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.0365997851537754e-05, -3.712960889233315e-05, 0.12494248765584554]","[0.7482409052371302, -0.001468146946946283, -0.00041463413909622416]"
77.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.7139297345578991, -0.7002173477671686], [0.0, 0.7002173477671686, 0.7139297345578991]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.257463164649433e-06, 2.6874819386229088e-05, 0.12501636005237785]","[0.7750463337252571, -0.00038964180983311596, -0.00022079837879308427]"
78.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6938970821021089, -0.7200741902402689], [0.0, 0.7200741902402689, 0.6938970821021089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[9.756714893716446e-06, -2.637129773098209e-05, 0.12494662117601825]","[0.8020001765500814, -0.0010300917738237684, -0.0005688365571396997]"
79.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6733123641858916, -0.7393581407101738], [0.0, 0.7393581407101738, 0.6733123641858916]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.7733708006241927e-06, -4.4770464135366825e-05, 0.1249715846952876]","[0.8321592701656744, -0.00030980485234372295, -0.0002752929229651002]"
80.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6521919580387625, -0.7580538568397135], [0.0, 0.7580538568397135, 0.6521919580387625]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.5472039472130629e-06, -4.81726803648868e-05, 0.12494206633338803]","[0.8604314917331454, 0.00018882443732229332, 0.0001937918760771121]"
81.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6305526670845226, -0.7761464642917568], [0.0, 0.7761464642917568, 0.6305526670845226]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.914662188631672e-06, -2.2504951864609716e-05, 0.12501843042371355]","[0.8916884171516968, -0.0005882899254958942, -6.929058438524902e-05]"
82.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.6084117075724278, -0.7936215685632559], [0.0, 0.7936215685632559, 0.6084117075724278]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.570612343520649e-06, 1.9863550227441906e-05, 0.12500978841280527]","[0.9154208041935387, -0.00019731141062802825, -0.0003268336157214576]"
83.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.5857866948799202, -0.8104652664375317], [0.0, 0.8104652664375317, 0.5857866948799202]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-4.1902932824334834e-07, 4.099716438707955e-05, 0.12506590071395932]","[0.944373170538386, -0.0003358051638760014, -0.0002761027642711723]"
84.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.5626956294978103, -0.8266641570456911], [0.0, 0.8266641570456911, 0.5626956294978103]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[4.700477976747036e-06, 1.5675124371408722e-05, 0.12501248469640414]","[0.9703276715690904, -0.00035698603425282454, -0.00017714691926215426]"
85.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.5391568827090594, -0.842205352528378], [0.0, 0.842205352528378, 0.5391568827090594]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[4.629035948449305e-06, 8.447800988617849e-06, 0.12497399549554178]","[0.9998040708361933, -0.0007107715566854151, -9.054257501518786e-05]"
86.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.5151891819725657, -0.8570764882893701], [0.0, 0.8570764882893701, 0.5151891819725657]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.8797699228410264e-06, 2.3014373603641534e-05, 0.12497433441628954]","[1.0270859727412014, 0.0001270432089638614, 0.00019776577866283267]"
87.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.49081159602356833, -0.8712657328328698], [0.0, 0.8712657328328698, 0.49081159602356833]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.8669232858152363e-06, -5.4265021685278095e-05, 0.12486272019765726]","[1.0583602935471668, -0.0005384734635211466, 0.0003930810635984728]"
88.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.46604351970253877, -0.8847617971766578], [0.0, 0.8847617971766578, 0.46604351970253877]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1804781486816534e-05, -1.1476838387048001e-05, 0.12502285394013893]","[1.0870456775727786, -0.0008464933080957835, -0.0005631556862253362]"
89.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.4409046585246193, -0.8975539438336221], [0.0, 0.8975539438336221, 0.4409046585246193]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1997019988648649e-05, -2.668367519030341e-05, 0.12497307032693965]","[1.1137204577960471, -0.0008063021254923868, -0.0005616297780164738]"
90.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.41541501300188666, -0.9096319953545182], [0.0, 0.9096319953545182, 0.41541501300188666]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[8.418456177483905e-06, -3.117071378662276e-06, 0.12501040055140444]","[1.1424044212979534, -0.0008985241722181647, 3.395682413133614e-05]"
91.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.38959486273091826, -0.9209863424251615], [0.0, 0.9209863424251615, 0.38959486273091826]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-7.618212049161541e-06, 3.769707895938325e-05, 0.12505090207581304]","[1.1698397447064723, 0.0003529601463117479, 0.0004466905427062693]"
92.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.3634647502583194, -0.9316079515116097], [0.0, 0.9316079515116097, 0.3634647502583194]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[7.511736897701159e-06, -2.7336207229365595e-05, 0.12499533131809189]","[1.2014175934490983, -0.0004598493268168145, -9.588113113303356e-05]"
93.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.3370454647370418, -0.9414883720472556], [0.0, 0.9414883720472556, 0.3370454647370418]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.2602684414477155e-05, 7.755045184393685e-06, 0.12504172987534612]","[1.2281720340635789, -0.0008468899795096125, -0.0004595057125830337]"
94.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.3103580253865087, -0.9506197431561094], [0.0, 0.9506197431561094, 0.3103580253865087]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[4.888123796008977e-06, 1.1646201221430499e-05, 0.1249967324241001]","[1.2556602992753068, -0.0001676048936300417, -0.0003553816835153817]"
95.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.28342366476969316, -0.9589947999069216], [0.0, 0.9589947999069216, 0.28342366476969316]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1878168549984195e-05, 3.801974960353856e-05, 0.1250983748916807]","[1.2817702087147236, -0.0006288942611491781, -0.0006431320873469611]"
96.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.25626381190046255, -0.9666068790931732], [0.0, 0.9666068790931732, 0.25626381190046255]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[9.223208865006936e-06, -3.6078954305688226e-05, 0.12491644776244568]","[1.3118243068968547, 3.932414208642051e-05, -0.0007252033908400868]"
97.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.22890007519462802, -0.9734499245343304], [0.0, 0.9734499245343304, 0.22890007519462802]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.4050154158844121e-05, 2.4176664262856194e-05, 0.12505776468204682]","[1.3398498675124006, -0.0002915839540447869, -0.0004894162599820155]"
98.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.20135422527825547, -0.9795184918941517], [0.0, 0.9795184918941517, 0.20135422527825547]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.910721069503909e-06, 1.399415616104723e-05, 0.1250437313959802]","[1.3665499232799285, 5.618263555351074e-05, -5.228874291782271e-05]"
99.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.17364817766693041, -0.9848077530122079], [0.0, 0.9848077530122079, 0.17364817766693041]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-1.9194643354770614e-05, 6.488682950636171e-06, 0.1251238635866565]","[1.3967960454182617, -0.0002031124639331088, 0.00018139903009791106]"
100.png,True,"[0.0, 0.0, 0.1]","[[0.17364817766693041, -0.0, -0.9848077530122079], [0.0, 0.9999999999999999, -0.0], [0.9848077530122079, 0.0, 0.17364817766693041]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[7.917217187943166e-06, -1.5099113552554055e-05, 0.1251148228870867]","[0.0004464751892099077, -1.3971233277179378, -0.00041683978196103895]"
101.png,True,"[0.0, 0.0, 0.1]","[[0.20135422527825558, -0.0, -0.9795184918941519], [0.0, 1.0, -0.0], [0.9795184918941519, 0.0, 0.20135422527825558]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[3.1601319707369544e-05, -1.6004349576723e-05, 0.125111602698234]","[-0.000746033812704726, -1.3660892518507604, -0.000618228970485731]"
102.png,True,"[0.0, 0.0, 0.1]","[[0.22890007519462802, -0.0, -0.9734499245343304], [0.0, 1.0, -0.0], [0.9734499245343304, 0.0, 0.22890007519462802]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[2.6086040492500663e-05, -1.2570344716446594e-06, 0.1250671257403891]","[0.000368847986929589, -1.3399422153072953, -0.0007592874847790601]"
103.png,True,"[0.0, 0.0, 0.1]","[[0.25626381190046255, -0.0, -0.9666068790931732], [0.0, 1.0, -0.0], [0.9666068790931732, 0.0, 0.25626381190046255]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.6118283935126167e-05, -1.1622995712040734e-05, 0.1249511746066053]","[-0.0006759615764525075, -1.311694034309278, 6.021890285741443e-05]"
104.png,True,"[0.0, 0.0, 0.1]","[[0.28342366476969283, -0.0, -0.9589947999069217], [0.0, 1.0, -0.0], [0.9589947999069217, 0.0, 0.28342366476969283]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[4.030586045552045e-05, -1.580820603104788e-06, 0.12510378696124713]","[0.00020067187329456438, -1.2813604661304887, -0.00016133228684708608]"
105.png,True,"[0.0, 0.0, 0.1]","[[0.3103580253865087, -0.0, -0.9506197431561094], [0.0, 1.0, -0.0], [0.9506197431561094, 0.0, 0.3103580253865087]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[1.1729225779226514e-05, -9.109552121941542e-06, 0.1249970691758788]","[-0.0006753225664427038, -1.255784078390168, 5.2480131312811386e-05]"
106.png,True,"[0.0, 0.0, 0.1]","[[0.3370454647370418, -0.0, -0.9414883720472556], [0.0, 1.0, -0.0], [0.9414883720472556, 0.0, 0.3370454647370418]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[7.610143253615909e-06, -7.082706971373559e-07, 0.1250409714733296]","[-0.000143553191463268, -1.228198416652324, 0.0003565654436790599]"
